COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME
34016,"Fire Alarm Systems, Power Sirens, and Controls","Inspection, maintenance, repair, and/or installation of fire alarm and fire suppression systems Citywide.",July - Sept. 2012 BSD Testing and Inspections
68032,Burglar Alarms,YEAR OF ALARM MONITORING 10/1/10 - 90/30/10,ALARM MONITORING
34016,"Fire Alarm Systems, Power Sirens, and Controls",Fire Alarm Monitoring 12 MONTH MONITORING SERVICE $62.95 MONTHLY,MONITORING OF FIRE & BURGLAR ALARM SYSTEM MLK WAREHOUSE
34054,Gas Detection/Monitoring Equipment (Firemen),"PR211-3yr Hydrogen Generator Maint. Agreement for SpecOp    ITEM# 63-0100-CSP - COMPLETE SERVICE PLAN FOR PRECISION HYDROGEN 200CC 100-230V -  SERIAL ID: HF16-02-427    YEAR 1 OF SERVICE CONTRACT PERIOD:  FEB. 21, 2019 to FEB. 20, 2022  *1 OR 2 PM visits per annum.  *48/72 hour response time.  *Price includes all parts and labor.    Ref Agreement#25874, Dated 2/21/19 by Richard Belanger",PEAK SCIENTIFIC - HYDROGEN GENERATOR MAINT.
8408453,"MONITORING EQUIPMENT, SECURITY, CLOSED CIRCUIT, FO","15374- Interlocal Contract - Business PRI Private Switch Agreement for Enhanced 9-1-1 Emergency Service Aviation.  12 Month agreement for $2,000 with (4) $2,000 -12 month extension options",E911 Services for ABIA 01/31/13
34016,"Fire Alarm Systems, Power Sirens, and Controls","Inspection, maintenance, repair, and/or installation of fire alarm and fire suppression systems Citywide.","Jan. 2011 - Alarm Inspection, APD Academy - WO 122676"
34016,"Fire Alarm Systems, Power Sirens, and Controls","Inspection, maintenance, repair, and/or installation of fire alarm and fire suppression systems Citywide.  Parque Zaragoza Rec Ctr.  Contract #29090405  Aug 2013",Fire Alarm Monitoring for Parque Zaragoza
39525,"Continuous Form Labels, Pressure Sensitive, Custom",Zebra Polypro 3000T barcode labels compatible with the Zebra GX420T printer.    Mfr. # 18929    Ship to the attention of Eric Garza,Labels and Ribbons
39570106001,FORM APD145 PARKING VIOLATION NOTICE 1M/CASE,"Deliver to 715 East 8th, Ausitn, Tx",firm order Kitsy Daniels
39560112045,FORM DVR1000 DRIVER'S VEHICLE CONDITION REPORT,,FORM DVR1000 DRIVER'S VEHICLE CONDITION REPORT
42024,"Folding Chairs, Tables, and Chair Trucks, Metal",Main Office / Ann Arellano / Alu-u-lite folding tables,Southern Aluminum / folding tables / Main Office
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,shelving at AYB
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,library cushion
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,octagonal display w/riser medium oak
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,counter cart for AMR
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,chairs for milwood library
42044,"Institutional Furniture, All Types",This equipment shall be provided in accordance with Workplace Resource quote #SM100134 submitted by Shea McClanahan on 9/10/2010. Furniture for the Parks and Recreation Dept Office of the Director Staff and Managment    US Communities RQ07-878957-20,Workplace Resource / furniture for the PARD / Director Offic
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,receiving cart
47045,"Furniture, Special: Chairs, Stands, Stools, etc. (",As per Proposal 21926  TXMAS 3-7111010-62 and TXMAS 6-71111060-1,Furnishings for new SCC Building and other AE    facilities
55760,Seating and Upholstery,hussey dust cover,bleacher parts (hussey)
3778,"Souvenirs: Promotional, Advertising, etc.","Folding Chair Color:  20"" x 20"" x 31"" Blue with White Imprint:  REAP Logo",Promotional Items for C-STEP and REAP
42024,"Folding Chairs, Tables, and Chair Trucks, Metal",Item No. 41325,NBF/St Elmo/folding tables
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,"shelves, backstops"
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",AWP chair mat,2 bookcases
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,mobile locking system
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",McCoy-Rockford Quote #167521,Peter Pepper Axcess Mobile Desk
42056,"Library Furniture: Book Trucks, Card Cabinets, Car",,SOLTICE METAL LOUNGE CHAIR
72582,"Two-Way Radio Supplies, Parts, and Accessories","TNC Male Crimp-RG58, 141 & LMR195","TESSCO  $3,603.99  SEE ATTACHED"
7256155,"PARTS & FITTINGS, RADIO TOWER",N Male Hex/Knurl LMR-400  MFG PART #  EZ-400-NMH-X,"TESSCO WO595637 $1,335.48"
72582,"Two-Way Radio Supplies, Parts, and Accessories",28821  N Male Crimp-RG58,Tessco $3982.72   see attached
72582,"Two-Way Radio Supplies, Parts, and Accessories",N Male Crimp-RG58,"TESSCO $8,011.71 SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",UHF Male Crimp-RG58 PKG/25EA,"TESSCO  $5,041.33 SEE ATTACHED"
5567,"Mounting Hardware: Laptops, GPS, Cameras, Electronic Devices",DS-DELL-414-3: Docking Station containing  Internal Power Supply,"GTS Technology Solutions, Inc. QT0050356   $5,147.01"
20464,"Network Components: Adapter Cards, Bridges, Connec","10008ase-SX SFP optic, MMF, LC connector, Optical  Monitoring Capable  E1MG-SX-OM  24774 - Quote #007145 - Contract #DIR-TSO-2644",24774 - Hardware - Austin Water Utility
29082,"Solar Energy Systems, Complete",,Solar PV Learning Centers for Schools
20811,"Application Software, Microcomputer",Quote- 664687933   DIR-SDD-1951  Dell 16 GB Certified Replacement Memory Module for Select Dell Systems (A6994465),#18253-Dell 4 GB Certiifed Replacement Memory module
2852733,"CONTROLS, PHOTOELECTRIC CELL",,"Photo cell, PVC/Walnut Creek/Reynero"
20464,"Network Components: Adapter Cards, Bridges, Connec",16GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,#17198-Replacement hardware for EOL servers & network equip.
20710,COMPUTER ACCESSORIES AND SUPPLIES,1097797  1 GB Replacement Memory Modules for Dell Latitude D630 Laptops,1097797-Brad Brill-Replacement modules for Desktops
20710,COMPUTER ACCESSORIES AND SUPPLIES,1097797  1 GB Replacement Memory Modules for Dell Latitude D830 Laptops,1097797-Brad Brill-Replacement modules for Desktops
55088440009,Green Bicycle Symbol LED,,L.E.D. Traffic Signals Inventory Purchase GA18*076
7544,"Lifts and Hoists, Floor Type: Electric, Hydraulic,",,Shockwave Auto Lift for Bays 3 & 4 at Aviation Fleet
4355639,"DISINFECTANT, GERMICIDAL - FUNGICIDAL - VIRUCIDAL","Web EOC RR 7156902  C5600.COMPLETE  KIT Includes: 1gal vital oxide, 1 pail & lid and 1100ct wipes ( For End-User Assembly Only)",VITAL OXIDE - BUYBOARD#577-18
48574100001,COMPOUND ABSORB-N-DRY 50LB/BAG,absorbent/kitty litter for station supply,ABSORBENT ORDERS FROM DO#61022448
48513401001,"HAND CLEANER WATERLES PUMICE 10-1/2""x12-1/4"" ABSORB",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material for Webberville Store
48554101002,FINISH FLOOR NON BUFFING INDUST TY 5 GAL CON\,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE_____,MATERIAL NEEDED AT AWBSC
48515,"Cleaner and Polish, Plastic",,"Acrylic Sheets, Drill Bits, Cleaner"
48528100001,CLEANER GLASS LIQUID 22 OZ BOTTLE,RC LN____ QTY DEL____ P/F___ B/O____ DEL DATE______,MATERIAL NEEDED AT AWGBSC
48540501002,DEODORIZER DISINFECTANT 1 GALLON CONCENTRATE,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,Material needed at Glen Bell warehouse
48532103001,DEODORANT ROOM AEROSAL 13 OZ,AIRFRESHAER,"GERARD RUMSEY, ECC"
50525100001,BLEACH 1 GAL CONT,RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE__________,material needed at gbsc
4855436,"FINISH, SEALER, AND WAX (FLOOR)",,Penetrate Green Floor Striper for ABIA Max PO# 9413 PR #7412
48500,"JANITORIAL SUPPLIES, GENERAL LINE",RENUZIT AIR FRESHENR - ORIGINAL SCENT,GULF COAST PAPER  $220.51   SEE ATTACHED
48554,"Floor Polishes and Waxes, Floor Sealer, and Dust M",,"Chemical, Floor Stripper #B.Penegl  MAX PO# 3319 PR # 1705"
48526100003,CLEANER BOWL LIQUID QT BTL,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell warehouse
50525100001,BLEACH 1 GAL CONT,RC LN______QTY DEL_____P/F____B/O____DEL DATE_______,Materials needed for Glen Bell warehouse
485,"JANITORIAL SUPPLIES, GENERAL LINE",4 CS AIR FRESHNER @ 37.12 = $148.48,JANITORIAL SUPPLIES
67005100001,SOLVENT PVC CLEANER PIPE JOINT,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,MATERIAL NEEDED AT GBSC
67005100001,SOLVENT PVC CLEANER PIPE JOINT,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at awgbsc
88540,Chlorinating and Oxidizing Agents: Bromohydantoins,Sodium Hypochlorite,fish lane bleach
48528100001,CLEANER GLASS LIQUID 22 OZ BOTTLE,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE_______,MATERIAL NEEDED AT AWBSC
67005100001,SOLVENT PVC CLEANER PIPE JOINT,RC LN____ QTY DEL____ P/F____ B/O_____ DEL DATE______,material needed at awbsc
43525,"Disinfectant, Germicidal",,April 21 R-Water Disinfectant System
48516100001,CLEANER GENERAL PURPOSE LIQUID 22 OZ PLASTIC BTL,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc
48516,"Cleaner, Hard Surface, General Purpose, Liquid (In",,"TLC, GC080000014 GULF COAST, SAMMY"
44500,"HAND TOOLS (POWERED AND NON-POWERED), ACCESSORIES","GRAINGER QUOTE NUMBER:  QTE2454520301 - QTY (2) Part 30RD77 SPILL KIT REFILL: Spill Kit Refill: 76 gal Volume Absorbed Per Kit, Brown",Spill Kits/Consumables - Shop
48542100003,DISINFECTANT PINE OIL 1 GAL CAN,RC LN___ QTY DEL___ P/F____ B/O____ DEL DATE____,MATERIAL NEEDED AT AWBSC
48542100002,DISINFECTANT MINT-O-PHENE COEFFICIENT 10 5 GAL,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc
86300,TIRES AND TUBES,2 EA LT245/75R17 FS TRANSFORCE TIRES @ $200.00 = $400.00,#304/17B127 FORD F250 XL TRUCK
6017,"TIRES, TUBES, LINERS & VALVES",2 each Tires 205 X 15 @80.16 = $160.32  4 each Carlisle Tubes @ 7.00 = $28.00,Tires for # 4407
34564450004,"GLASSES SAFETY BLACK/GRAY FRAME SMOKE LENS, ANTI/FOG",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger KeepStock order for Webberville warehouse
5500416,"BEADS, GLASS",6000 lbs. TTB 1325 TYPE I Glass Beads (3  Pallets)  @ 0.35 = $2100.00,Reflective Glass Beads for ABIA  MAX PO#11848  PR#9653
3456445,"GLASSES, SAFETY",,Timmy Walker Bi-Focals - 6/13/2018
34564450007,GLASSES SAFETY BLACK/GRAY FRAME W/ INDOOR / OUTDOOR LENS,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,MATERIAL NEEDED AT WBSC
34564450004,"GLASSES SAFETY BLACK/GRAY FRAME SMOKE LENS, ANTI/FOG",RC LN______QTY DEL______P/F____B/O____DEL DATE___________,material needed at wbsc
3778,"Souvenirs: Promotional, Advertising, etc.",Cobalt Blue coffee mug with Citizens Police Academy logo & Understanding through Education in white on both sides,Promotional Items
34564450007,GLASSES SAFETY BLACK/GRAY FRAME W/INDOOR/OUTDOOR,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger KeepStock for Webberville warehouse
3456445,"GLASSES, SAFETY",,Safety Glasses for Jesus Aguirre SC08
3456445,"GLASSES, SAFETY",BLAIRJ 10128182,HB: SAFETY EYEWEAR
3456445,"GLASSES, SAFETY",,SAFETY GLASSES
34564,"Head, Ear, Eye and Face Protection",Safety Glasses for Rafael Soriano,safety glasses.....garzar
34564450004,"GLASSES SAFETY BLACK/GRAY FRAME SMOKE LENS, ANTI/FOG",RC LN____ QTY DEL____ P/F_____ B/O_____ DEL DATE_________,material needed at awgbsc
34564450007,GLASSES SAFETY BLACK/GRAY FRAME W/ INDOOR / OUTDOOR LENS,T5655BTCG  RC LN_____ QTY DEL______ P/F_____ B/O_____ DEL DATE__________,MATERIAL NEEDED AT WBSC
34564,"Head, Ear, Eye and Face Protection",Safety glasses for JJ pair #1.,Safety glasses for JJ pair #1.
48500,"JANITORIAL SUPPLIES, GENERAL LINE",Janitorial and Cleaning Supplies for Lions Golf Course,Janitorial and Cleaning Supplies for Lions Golf
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,Refer to quote # 18749 for details     Total $305,Uniforms for new PARD Grounds Staff
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,"Master Agreement for PARD for various sizes & style of t-shirt and  caps-Winter basketball and cheer shirts for Core Youth Sports Program:     Gold Youth Shirts: 7 smalls, 2 medium, 1 lg (total 10 @ $4.87 each) line item 10 plus (contract 4.0 and 10.0 options page)",Winter Basketball-Hancock Rec Center-Jessica Gilzow
34072,"Rescue Equipment, Supplies and Accessories Includi",PR211894 Rescue Swimmer - Swimmer Fins Quote: Q17062,PR211894 Rescue Swimmer - Swimmer Fins Quote: Q17062
80500,"SPORTING GOODS, ATHLETIC EQUIPMENT AND ATHLETIC FA","NSPHG 8 ea. Volleyball for outdoor  SNVBSC32Y  50 ea. Volleyballs  1234404  8 pr. Geen Post  1234473  8 pr. Ground Sleeves  TN50040F  15 ea. Tennis net 40""  TN50042F  24 ea. Tennis net 42""  SNBBNS88Y  400 ea. Basketball net  This equipment shall be provided in accordance with BSN Sports quote #20540591, submitted by Chris Wrench on 08/07/13, per Buy Board contract #413-12 expiration date of 03/31/2016  Deliver To:  City of Austin Parks and Recreation  12138 N. Lamar Blvd  Austin, TX 78758  PARD Contact person is Olivia Wood @ 512-974-9592",Recreational Supplies
6808886,"TARGETS, POLICE","TARGETS TQ-19TX (APD2) 23"" X 35""  BLACK & WHITE PHOTO-TARGET WITH TQ-19 SCORING AND COMMAND TRAINING CIRCLES","5,000 TARGETS & 1,000 TARGET BACKERS"
8055731,"EXERCISE EQUIPMENT, AND PARTS AND ACCESSORIES","Austin Code cost for Equpment Repair, new mats and weights","Equpment Repair, new mats and weights"
80534,"Bicycles, Tricycles, etc. (For Exercise Bikes See",Camacho Activity Center - Bicycles;       Contact Ryan Eaker  512-978-2420    2 ea  SALSA TIMBERJACK SLX 27.5 - Medium @ 1180.00     $2360.00,Camacho Activity Center - Bicycles
6159901,OFFICE SUPPLIES PER PRICE AGREEMENT,"self inking line number stamp, item psi m9110",self inking stamp order
3778,"Souvenirs: Promotional, Advertising, etc.",Recruiting pens (PR735)  500 BIC Velocity gel pens $1.89 EA/$945 Total,Recruiting pens (PR735)
6157769,"STAMPS, CUSTOM",1 self inking date received stamp @ $51.00,self inking stamp order
801010,"ACCESSORIES, I.D. CARD","PR233750-Badge Printer Ribbons for PSO    1. ITEM# PN# 535700-004-R010 - Print Ribbon CD800 R010 Color Ribbon, YMCKT   -- QTY: 3 Printer Ribbons and Shipping = $740.00.    Ref Quote AUS-KK-071023-001, Dated 7/11/2023",PR233750-Badge Printer Ribbons for PSO
6157769,"STAMPS, CUSTOM",1 self inking stamp @ 15.00,apd stamps
61577,"Rubber Stamps, Stamp Pads, Stamp Pad Ink and Stamp","5 - Trodat 4913 7/8"" x 1-7/8"" self-inking signature stamps   1- Trodat 4913 self-inking typeset 2-line stamp    per quote QT-10028131",Stamp Order
6157769,"STAMPS, CUSTOM","Rubber offense stamp, 2 @ $36.00 each",self inking stamp order
83223100002,TAPE DECTECTABLE MARKING TRACER TYPE MAGNETIC MARKED WATER,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at gbsc
20577,"Printers, Laser, Environmentally Certified",Zebra P4T - label printer - monochrome -  direct thermal / thermal transfer  P4D-0UB10000-00  23669 - Quote #217842107 - contract U.S. Communities #4400006644,"23669 - Equip & Mobile Computers, software - Emergency Medic"
61577,"Rubber Stamps, Stamp Pads, Stamp Pad Ink and Stamp","3/8"" x 2-3/4""   Text: J. Mitchell #4523, black ink",Self-inking stamps
6157769,"STAMPS, CUSTOM","11 line burglary rubber stamp, 1 ordered @ $32.00 each",Self Inking Stamp Order for Civilian/Sworn Employees
5255528,"DATERS, STAMP",M300 Dater Stamp,"Name Plates/Holders, Dater"
6105621,"RIBBONS, FOR USE IN DATAPOINT EQUIPMENT",,Zebra Resin Ribbon & Labels  MAX PO# 5700 PR# 3831
6157769,"STAMPS, CUSTOM",,Rubberstamp/Frank Mays/BV
6157769,"STAMPS, CUSTOM","Rocker mount rubber offense stamp, 4 ordered @ $44.00 each",self inking stamp order
152576,"STENCILS, PLASTIC COATED THERMAL (ONLY) MIMEO",10 FT Stencil - Number 5,Stencil Supplies for Airfield
6157769,"STAMPS, CUSTOM",self inking stamp,self inking stamps
61500,"OFFICE SUPPLIES, GENERAL",Magnetic White Board    6 ft. W x 4 ft. H #QRTNA7248F  Order 1-ea.  $400.09ea.  Ship to ATTN: Kyran Fitzgerald  Grand Total $400.09,Magnetic White Board 6 ft. x 4 ft.
15585,"STRUCTURES, SHADE, FABRIC COVERED",Cast Urethane Products - PADS for ULLRICH WTP,Cast Urethane Products - PADS for ULLRICH WTP
87090,Window Shades,NCL TROUBLESHOOT SHADES ON 4TH FLOOR MEETING ROOM,NCL TROUBLESHOOT SHADES ON 4TH FLOOR MEETING ROOM
87090,Window Shades,SHADES FOR EVENT CENTER SE CORNER,SHADES FOR EVENT CENTER SE CORNER
2041362,"CABLE, COMPUTER PATCH, PLENUM OR NON-PLENUM, 22-26",406194  Non-Cancelable/Non-Returnable  PANDUIT PSF1PXD7MBU  SFP+ 10GIG PASSIVE CBL ASSY TWINAX 24AWG W/2  SFP+ MOD CONNBLUE 7M ROHS  26168 - Quote #Q00035BG - Contract #DIR-SDD-2210 & DIR-TSO-2651,Cables and Power Supplies
28030860001,"CABLE, TRAFFIC SIGNAL, DIRECT BURY AND OVERHEAD 20C STSR IMS","Traffic Signal Cable w/Rip Cord, 20 Conductor, Stranded Copper, 14 gage",Inventory Purchase for Cable for Traffic Signals (3510)
2803055,"CABLE, POWER CONTROL",JB8816-60 - Ground power cable,Power Cable & End Connector  MAX PO# 5727 PR # 3859
67015741004,TOOL STRAIGHTNER FOR TYPE K COPPER 1IN,RC LN____ QTY DEL____ P/F____ B/O_____ DEL DATE________,MATERIAL NEEDED AT AWGBSC
28090,"Weatherproof Cables and Wires, Solid and Stranded,",wire/cable and breakers parts for restroom hand drier/door opener project,electrical hardware.
34564820001,"TOWEL COOLING CHILLY PAD 33""X13"" BLUE",RC LN______ QTY DEL_____ P/F_____ B/O______ REC DATE__________,material needed at wbsc
34532118004,CREAM SUNBURN PREVENTIVE,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE___________,material needed at gbsc
34564760001,CREAM SKIN PROTECTANT PRE-CONTACT SOLUTION,RC LN______ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc
34532118007,LOTION HAND,RC LN___ QTY DEL___ P/F____ B/O____ DEL DATE______,material needed at awgbsc
34532690002,"REFILLS FIRST AID KIT OUTDOOR TOWELETTES ""IVY X"" PRE",RC LN______QTY DEL_____P/F____B/O____DEL DATE________,material needed at awgbsc
47564833001,TOWELETTES LENS CLEANING 5IN. X 8IN. PREMOIST ANTIFOG,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC material for Webberville warehouse
34532118004,CREAM SUNBURN PREVENTIVE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell warehouse
47564833001,TOWELETTES LENS CLEANING 5IN. X 8IN. PREMOIST ANTIFOG,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell warehouse
34532118007,43Y801 LOTION HAND,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger material for Webberville warehouse
7356022,"CLOTH, MICROFIBER",Sensei Microfiber Lens Cleaning Cloth MFR#CCMF-77G,Multi Media Replacement Items
4756497,"WIPES, DISINFECTANT","Hand Held Electrostatic Sprayer, #73.7002, BuyBoard contract # 577-18",Replacement of PPE Supplies for Special Events/EM
7208283,"WATER PUMP, 6"", TRAILER MOUNTE","Wastewater - 1607, 0530  HCAC Coop CM02-19",FY19 - Xylem Dewatering Solutions
72013,"Cavity Pumps, Progressive","70% Discount for Catalog bid  Liberty Process Equipment Catalog -Millennium Series Price List 9/1/2017, GEAR JOINT SEAL, WH087QL, 6 EA, $80.10 EA",CAVITY PUMP PARTS
7201848,"PUMPS, CENTRIFUGAL, INCLUDING PARTS AND ACCESSORIES, IMPELLE",99283674 lwshr,Morris Pump Repair Parts
72073102001,PUMP SUMP SUBMERSIBLE 1/3 HP 1-1/2 IN DISCHARGE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell warehouse
72000,PUMPING EQUIPMENT AND ACCESSORIES,0730190-002 - BEARING CAP- 4 PCS AT $55.00 EA,WEMCO PARTS NEEDED FOR DAVIS STOREROOM
72013,"Cavity Pumps, Progressive",,annual plant rebuild order for moyno pumps
7206456,"PARTS AND ACCESSORIES, SEWAGE/SLUDGE PUMP","QTY: 2 - PN: 157062 - SEAL,OIL SPR SYN STL 2.06X3",VERA ENVIRONMENTAL - ULLRICH - WEMCO PUMP PARTS - OCT2023
